Datum;Anzahl ;Positiv;Negativ;Prozent_Positiv;Prozent_Negativ;Chatbot
24-05-2020;24;24;0;100;0;Corey-Emmendingen
24-05-2020;4;4;0;100;0;Corey-Ravensburg
24-05-2020;12;12;0;100;0;Corey-Calw
24-05-2020;6;6;0;100;0;Corey-Esslingen
24-05-2020;37;36;1;97;3;Corey-Main-Tauber-Kreis
24-05-2020;8;8;0;100;0;Corey-Heilbronn
24-05-2020;6;6;0;100;0;Corey-Loerrach
24-05-2020;12;12;0;100;0;Corey-Reutlingen
24-05-2020;16;16;0;100;0;Corey-Heidenheim
24-05-2020;6;6;0;100;0;Corey-Karlsruhe
24-05-2020;6;6;0;100;0;Corey-Mannheim
25-05-2020;5801;5575;226;96;4;Corey
25-05-2020;5512;5293;219;96;4;Corey-IM
25-05-2020;21;21;0;100;0;Corey-Emmendingen
25-05-2020;8;8;0;100;0;Corey-Ravensburg
25-05-2020;12;12;0;100;0;Corey-Calw
25-05-2020;16;13;3;81;19;Corey-Esslingen
25-05-2020;46;45;1;98;2;Corey-Main-Tauber-Kreis
25-05-2020;21;21;0;100;0;Corey-Heilbronn
25-05-2020;4;4;0;100;0;Corey-Loerrach
25-05-2020;23;23;0;100;0;Corey-Reutlingen
25-05-2020;66;66;0;100;0;Corey-Heidenheim
25-05-2020;34;33;1;97;3;Corey-Karlsruhe
25-05-2020;38;36;2;95;5;Corey-Mannheim
26-05-2020;6650;6424;226;97;3;Corey
26-05-2020;6216;6003;213;97;3;Corey-IM
26-05-2020;23;22;1;96;4;Corey-Emmendingen
26-05-2020;8;7;1;88;13;Corey-Ravensburg
26-05-2020;165;165;0;100;0;Corey-Calw
26-05-2020;16;15;1;94;6;Corey-Esslingen
26-05-2020;35;35;0;100;0;Corey-Main-Tauber-Kreis
26-05-2020;28;26;2;93;7;Corey-Heilbronn
26-05-2020;33;31;2;94;6;Corey-Loerrach
26-05-2020;24;22;2;92;8;Corey-Reutlingen
26-05-2020;42;42;0;100;0;Corey-Heidenheim
26-05-2020;26;26;0;100;0;Corey-Karlsruhe
26-05-2020;34;30;4;88;12;Corey-Mannheim
27-05-2020;8348;8122;226;97;3;Corey
27-05-2020;8003;7782;221;97;3;Corey-IM
27-05-2020;26;26;0;100;0;Corey-Emmendingen
27-05-2020;16;16;0;100;0;Corey-Ravensburg
27-05-2020;111;111;0;100;0;Corey-Calw
27-05-2020;18;18;0;100;0;Corey-Esslingen
27-05-2020;37;35;2;95;5;Corey-Main-Tauber-Kreis
27-05-2020;18;17;1;94;6;Corey-Heilbronn
27-05-2020;20;20;0;100;0;Corey-Loerrach
27-05-2020;31;31;0;100;0;Corey-Reutlingen
27-05-2020;25;25;0;100;0;Corey-Heidenheim
27-05-2020;22;21;1;95;5;Corey-Karlsruhe
27-05-2020;21;20;1;95;5;Corey-Mannheim
